user_id,user_type,join_date,location_id
80014485718,seller,2023-01-01,2
52335172823,seller,2023-01-01,6
78829239556,seller,2023-01-01,1
85098326012,seller,2023-01-01,4
92037596077,seller,2023-01-01,7
45498551794,seller,2023-01-01,4
61300605564,seller,2023-01-01,2
90821839709,seller,2023-01-01,1
79384379533,seller,2023-01-01,5
75527839483,seller,2023-01-01,1
1280143094,seller,2023-01-01,6
18824631834,seller,2023-01-01,6
88136055909,seller,2023-01-01,5
26802410424,seller,2023-01-01,2
88920244552,seller,2023-01-01,6
46551725984,seller,2023-01-01,1
62566345680,seller,2023-01-01,2
80380130347,seller,2023-01-01,3
73862528370,seller,2023-01-01,4
72145018858,seller,2023-01-01,7
79805143117,seller,2023-01-01,5
86554611512,seller,2023-01-01,4
53754237010,seller,2023-01-01,2
87668933180,seller,2023-01-01,1
57827496420,seller,2023-01-01,3
48387947293,seller,2023-01-01,6
81686279636,seller,2023-01-01,1
88653822946,seller,2023-01-01,2
49725315867,seller,2023-01-01,3
31736204344,seller,2023-01-01,5
63131487263,seller,2023-01-01,3
50357575975,seller,2023-01-01,6
45597582469,seller,2023-01-01,1
55430108992,seller,2023-01-01,6
53466382920,seller,2023-01-01,3
49393946881,seller,2023-01-01,1
1529890895,seller,2023-01-01,4
50562514538,seller,2023-01-01,3
49585766302,seller,2023-01-01,2
52857769781,seller,2023-01-01,2
39829029279,seller,2023-01-01,5
84933495312,seller,2023-01-01,6
18424415847,seller,2023-01-01,7
48877238684,seller,2023-01-01,2
71987706184,seller,2023-01-01,1
85649449746,seller,2023-01-01,6
22028915442,seller,2023-01-01,5
51930287368,seller,2023-01-01,3
85658272266,seller,2023-01-01,4
91715353208,seller,2023-01-01,4
71078326464,seller,2023-01-01,3
20543275700,seller,2023-01-01,6
42969787263,seller,2023-01-01,7
79667908130,seller,2023-01-01,6
19095545297,seller,2023-01-01,7
58710475260,seller,2023-01-01,2
27952493551,seller,2023-01-01,5
90314634438,seller,2023-01-01,7
44843744875,seller,2023-01-01,1
43811392937,seller,2023-01-01,5
6644226026,seller,2023-01-01,6
73077753757,seller,2023-01-01,7
97798221815,seller,2023-01-01,7
54627928830,seller,2023-01-01,3
88585125323,seller,2023-01-01,2
15834881958,seller,2023-01-01,7
34333762709,seller,2023-01-01,6
76203104999,seller,2023-01-01,4
7693754055,seller,2023-01-01,2
65444463877,seller,2023-01-01,3
90570445423,seller,2023-01-01,2
14752755860,seller,2023-01-01,6
74182934364,seller,2023-01-01,2
94662871331,seller,2023-01-01,2
38981444696,seller,2023-01-01,3
18044628997,seller,2023-01-01,5
85201462079,seller,2023-01-01,3
61210263217,seller,2023-01-01,1
85719117699,seller,2023-01-01,5
95420528585,seller,2023-01-01,3
56820832918,seller,2023-01-01,6
63842204720,seller,2023-01-01,5
14374368872,seller,2023-01-01,2
21125900343,seller,2023-01-01,1
63113999922,seller,2023-01-01,6
96956465387,seller,2023-01-01,7
77172555024,seller,2023-01-01,1
44493053522,seller,2023-01-01,5
46312284523,seller,2023-01-01,7
90525781448,seller,2023-01-01,7
35058485479,seller,2023-01-01,4
24559680874,seller,2023-01-01,7
48867545848,seller,2023-01-01,4
77518406270,seller,2023-01-01,6
53246473793,seller,2023-01-01,2
80835835733,seller,2023-01-01,2
41763838164,seller,2023-01-01,7
80213101260,seller,2023-01-01,2
12359551036,seller,2023-01-01,7
6534696854,seller,2023-01-01,4
63891709973,seller,2023-01-01,6
83716006050,seller,2023-01-01,1
82129516523,seller,2023-01-01,3
57811865410,seller,2023-01-01,1
64718456383,seller,2023-01-01,5
28474746188,seller,2023-01-01,4
26995415534,seller,2023-01-01,7
7020663711,seller,2023-01-01,6
45352858672,seller,2023-01-01,1
28372000134,seller,2023-01-01,5
85684057000,seller,2023-01-01,3
47292670441,seller,2023-01-01,4
80380133240,seller,2023-01-01,5
75987317883,seller,2023-01-01,6
51756716507,seller,2023-01-01,5
30351473270,seller,2023-01-01,6
22525653405,seller,2023-01-01,4
82585795978,seller,2023-01-01,2
973585651,seller,2023-01-01,2
86944769515,seller,2023-01-01,7
20270952150,seller,2023-01-01,4
3310140241,seller,2023-01-01,3
61571782497,seller,2023-01-01,5
29280666536,seller,2023-01-01,7
44408473243,seller,2023-01-01,7
95792367490,seller,2023-01-01,7
29877853006,seller,2023-01-01,1
80294758485,seller,2023-01-01,3
33855109201,seller,2023-01-01,6
56474290668,seller,2023-01-01,5
57567873573,seller,2023-01-01,7
83631499592,seller,2023-01-01,5
64716183027,seller,2023-01-01,6
13628045272,seller,2023-01-01,2
31589665723,seller,2023-01-01,5
42380667906,seller,2023-01-01,5
9549678609,seller,2023-01-01,6
65716686884,seller,2023-01-01,4
44580630332,seller,2023-01-01,4
35675205624,seller,2023-01-01,1
36806839312,seller,2023-01-01,3
93725364475,seller,2023-01-01,7
11711269275,seller,2023-01-01,6
47754762661,seller,2023-01-01,1
53580758729,seller,2023-01-01,4
66711255974,seller,2023-01-01,1
39463875808,seller,2023-01-01,2
72064826815,seller,2023-01-01,2
43945171386,seller,2023-01-01,7
16211727428,seller,2023-01-01,2
51018805199,seller,2023-01-01,4
21389589535,seller,2023-01-01,6
80926683538,seller,2023-01-01,7
20738355824,seller,2023-01-01,3
27207072817,seller,2023-01-01,2
14045566528,seller,2023-01-01,2
30253075852,seller,2023-01-01,5
50778476532,seller,2023-01-01,7
21636248705,seller,2023-01-01,5
30191089894,seller,2023-01-01,4
79861348248,seller,2023-01-01,4
11696098683,seller,2023-01-01,2
38264908739,seller,2023-01-01,2
49921339869,seller,2023-01-01,7
38579657286,seller,2023-01-01,1
13467711251,seller,2023-01-01,4
79638424542,seller,2023-01-01,1
18399221085,seller,2023-01-01,1
80178020812,seller,2023-01-01,7
95734990661,seller,2023-01-01,4
46480721644,seller,2023-01-01,1
20576025416,seller,2023-01-01,6
81471714501,seller,2023-01-01,3
5961679794,seller,2023-01-01,7
41153188173,seller,2023-01-01,7
25015494698,seller,2023-01-01,2
14920488865,seller,2023-01-01,4
969495230,seller,2023-01-01,4
21781584182,seller,2023-01-01,4
12938638555,seller,2023-01-01,4
74291995690,seller,2023-01-01,1
34228394206,seller,2023-01-01,4
6289503909,seller,2023-01-01,3
73371624660,seller,2023-01-01,3
38278567651,seller,2023-01-01,2
39174831196,seller,2023-01-01,6
27743402115,seller,2023-01-01,4
27437089550,seller,2023-01-01,6
6670990373,seller,2023-01-01,5
56864395436,seller,2023-01-01,6
13282897809,seller,2023-01-01,6
94532787850,seller,2023-01-01,3
87944779917,seller,2023-01-01,5
97374363906,seller,2023-01-01,5
60931330665,seller,2023-01-01,1
3323425751,seller,2023-01-01,3
87014850347,seller,2023-01-01,2
40815560652,seller,2023-01-01,5
21787820811,seller,2023-01-01,7
4292764830,seller,2023-01-01,7
65603422910,seller,2023-01-01,6
20568220502,seller,2023-01-01,3
17537448427,seller,2023-01-01,5
35556849395,seller,2023-01-01,7
93362038010,seller,2023-01-01,7
7784280062,seller,2023-01-01,6
37061887763,seller,2023-01-01,3
11267838049,seller,2023-01-01,3
82126050175,seller,2023-01-01,5
18425219763,seller,2023-01-01,5
29306345588,seller,2023-01-01,2
32635231420,seller,2023-01-01,6
60088050246,seller,2023-01-01,5
57936271725,seller,2023-01-01,1
33238731556,seller,2023-01-01,3
16343223827,seller,2023-01-01,6
28086905848,seller,2023-01-01,1
62992139309,seller,2023-01-01,2
82083475949,seller,2023-01-01,5
83307746837,seller,2023-01-01,6
72299294739,seller,2023-01-01,3
72771681789,seller,2023-01-01,7
39776214246,seller,2023-01-01,5
689339660,seller,2023-01-01,1
47501921105,seller,2023-01-01,2
14516682915,seller,2023-01-01,2
5813584967,seller,2023-01-01,7
70108456652,seller,2023-01-01,7
66810551515,seller,2023-01-01,2
22374277894,seller,2023-01-01,1
74507894043,seller,2023-01-01,4
55936255796,seller,2023-01-01,4
6985874676,seller,2023-01-01,7
56474437179,seller,2023-01-01,2
62372364631,seller,2023-01-01,2
85903420392,seller,2023-01-01,7
92124810462,seller,2023-01-01,5
69516552829,seller,2023-01-01,2
67156618342,seller,2023-01-01,4
948625792,seller,2023-01-01,5
22329339249,seller,2023-01-01,7
46265383607,seller,2023-01-01,4
12636519384,seller,2023-01-01,3
46734985483,seller,2023-01-01,5
44227072273,seller,2023-01-01,1
49542841946,seller,2023-01-01,3
70084472212,seller,2023-01-01,4
31767549581,seller,2023-01-01,4
12345699010,seller,2023-01-01,7
98461689008,seller,2023-01-01,4
71445626554,seller,2023-01-01,1
51050931496,seller,2023-01-01,7
74406592227,seller,2023-01-01,4
20607602860,seller,2023-01-01,7
28145791656,seller,2023-01-01,6
44391064237,seller,2023-01-01,3
6979548398,seller,2023-01-01,3
22850973202,seller,2023-01-01,3
77105495927,seller,2023-01-01,7
52556929853,seller,2023-01-01,2
46039496364,seller,2023-01-01,4
73469118246,seller,2023-01-01,7
81366061994,seller,2023-01-01,1
64785866248,seller,2023-01-01,2
92713417505,seller,2023-01-01,4
96353867581,seller,2023-01-01,7
15623414385,seller,2023-01-01,3
41888244194,seller,2023-01-01,3
93223250385,seller,2023-01-01,2
81851894009,seller,2023-01-01,6
30738965033,seller,2023-01-01,6
53540437335,seller,2023-01-01,2
66643346348,seller,2023-01-01,5
29685226762,seller,2023-01-01,7
2227683633,seller,2023-01-01,7
42417937574,seller,2023-01-01,5
32345142305,seller,2023-01-01,2
6047944071,seller,2023-01-01,7
17771700593,seller,2023-01-01,3
66970186975,seller,2023-01-01,4
40738753958,seller,2023-01-01,3
25868108107,seller,2023-01-01,3
81492867264,seller,2023-01-01,1
2038352340,seller,2023-01-01,7
59139947513,seller,2023-01-01,2
97440036171,seller,2023-01-01,3
47892993006,seller,2023-01-01,6
51169192919,seller,2023-01-01,5
9878435050,seller,2023-01-01,2
81066007591,seller,2023-01-01,2
92401344286,seller,2023-01-01,6
94733064515,seller,2023-01-01,1
25094598253,seller,2023-01-01,5
29523917719,seller,2023-01-01,5
55463847321,seller,2023-01-01,6
67967578281,seller,2023-01-01,7
19967814023,seller,2023-01-01,4
47844092672,seller,2023-01-01,4
16999172748,seller,2023-01-01,2
42067422922,seller,2023-01-01,5
11659629495,seller,2023-01-01,7
44133572709,seller,2023-01-01,5
36919388172,seller,2023-01-01,2
60675986023,seller,2023-01-01,2
44123434263,seller,2023-01-01,1
15847512321,seller,2023-01-01,5
70757131780,seller,2023-01-01,3
68581912251,seller,2023-01-01,3
3491947517,seller,2023-01-01,1
80953875488,seller,2023-01-01,6
38478718480,seller,2023-01-01,1
84147864821,seller,2023-01-01,6
40348053102,seller,2023-01-01,4
91864950988,seller,2023-01-01,7
5274414000,seller,2023-01-01,4
50336791874,seller,2023-01-01,7
67025449634,seller,2023-01-01,3
86170800318,seller,2023-01-01,4
27899766790,seller,2023-01-01,4
9734975215,seller,2023-01-01,7
54156502664,seller,2023-01-01,5
74817474743,seller,2023-01-01,6
4148477175,seller,2023-01-01,2
7773611662,seller,2023-01-01,6
56605529359,seller,2023-01-01,1
15828748157,seller,2023-01-01,4
63587153380,seller,2023-01-01,1
30424058431,seller,2023-01-01,1
9133292331,seller,2023-01-01,2
20797630440,seller,2023-01-01,4
88590210219,seller,2023-01-01,7
54696368800,seller,2023-01-01,4
71212911078,seller,2023-01-01,7
56078532328,seller,2023-01-01,1
7389895192,seller,2023-01-01,1
16078198788,seller,2023-01-01,4
11305561400,seller,2023-01-01,1
49205961611,seller,2023-01-01,5
57923573309,seller,2023-01-01,3
28500669928,seller,2023-01-01,3
2394775181,seller,2023-01-01,4
21048079300,seller,2023-01-01,4
93401226028,seller,2023-01-01,1
16135561331,seller,2023-01-01,7
37125469770,seller,2023-01-01,1
47984042268,seller,2023-01-01,7
89286069468,seller,2023-01-01,3
10971876811,seller,2023-01-01,6
69167978555,seller,2023-01-01,1
95697755445,seller,2023-01-01,1
6842214402,seller,2023-01-01,6
85374559998,seller,2023-01-01,6
25500353504,seller,2023-01-01,6
39254540312,seller,2023-01-01,4
81186886194,seller,2023-01-01,3
14904883782,seller,2023-01-01,6
77788716550,seller,2023-01-01,3
35414988368,seller,2023-01-01,5
58292705877,seller,2023-01-01,2
40716509666,seller,2023-01-01,6
25614229826,seller,2023-01-01,4
49315683762,seller,2023-01-01,4
51816754540,seller,2023-01-01,2
63433096145,seller,2023-01-01,1
41755426035,seller,2023-01-01,2
44376708665,seller,2023-01-01,1
43465301578,seller,2023-01-01,3
42275596201,seller,2023-01-01,1
61131560985,seller,2023-01-01,5
65849605461,seller,2023-01-01,4
90186098837,seller,2023-01-01,6
83903389887,seller,2023-01-01,5
64685280889,seller,2023-01-01,4
47032262131,seller,2023-01-01,4
64691515953,seller,2023-01-01,1
62654081415,seller,2023-01-01,7
21976510866,seller,2023-01-01,2
60141836267,seller,2023-01-01,4
